date,region,product_id,average_delivery_days,late_delivery_rate
2026-02-17,East,P002,2.44,0.059
2026-02-17,East,P003,3.18,0.038
2026-02-17,East,P004,3.17,0.026
2026-02-17,West,P001,3.35,0.037
2026-02-17,West,P002,2.94,0.035
2026-02-17,West,P003,2.83,0.047
2026-02-17,West,P004,3.08,0.047
2026-02-18,North,P001,3.0,0.045
2026-02-18,North,P002,2.87,0.062
2026-02-18,North,P003,2.53,0.053
2026-02-18,North,P004,3.41,0.031
2026-02-18,South,P001,3.67,0.05
2026-02-18,South,P002,3.29,0.04
2026-02-18,South,P003,2.93,0.038
2026-02-18,South,P004,3.12,0.054
2026-02-18,East,P001,3.05,0.031
2026-02-18,East,P002,3.25,0.049
2026-02-18,East,P003,3.2,0.047
2026-02-18,East,P004,2.92,0.031
2026-02-18,West,P001,2.74,0.024
2026-02-18,West,P002,3.07,0.039
2026-02-18,West,P003,2.87,0.01
2026-02-18,West,P004,2.63,0.051
2026-02-19,North,P001,2.8,0.044
2026-02-19,North,P002,2.58,0.054
2026-02-19,North,P003,2.96,0.043
2026-02-19,North,P004,3.7,0.055
2026-02-19,South,P001,2.91,0.034
2026-02-19,South,P002,2.9,0.045
2026-02-19,South,P003,2.97,0.036
2026-02-19,South,P004,3.44,0.039
2026-02-19,East,P001,3.69,0.041
2026-02-19,East,P002,3.54,0.044
2026-02-19,East,P003,3.29,0.033
2026-02-19,East,P004,2.74,0.045
2026-02-19,West,P001,3.3,0.04
2026-02-19,West,P002,2.61,0.026
2026-02-19,West,P003,2.57,0.022
2026-02-19,West,P004,3.03,0.051
2026-02-20,North,P001,3.0,0.017
2026-02-20,North,P002,2.94,0.038
2026-02-20,North,P003,3.63,0.025
2026-02-20,North,P004,2.88,0.057
2026-02-20,South,P001,3.13,0.046
2026-02-20,South,P002,3.03,0.043
2026-02-20,South,P003,3.23,0.032
2026-02-20,South,P004,3.26,0.026
2026-02-20,East,P001,3.1,0.042
2026-02-20,East,P002,2.82,0.04
2026-02-20,East,P003,2.81,0.029
2026-02-20,East,P004,2.89,0.029
2026-02-20,West,P001,3.1,0.028
2026-02-20,West,P002,3.21,0.028
2026-02-20,West,P003,2.83,0.034
2026-02-20,West,P004,3.4,0.043
2026-02-21,North,P001,2.94,0.045
2026-02-21,North,P002,2.37,0.04
2026-02-21,North,P003,3.6,0.041
2026-02-21,North,P004,3.02,0.045
2026-02-21,South,P001,3.27,0.02
2026-02-21,South,P002,2.5,0.042
2026-02-21,South,P003,2.79,0.053
2026-02-21,South,P004,2.91,0.021
2026-02-21,East,P001,2.62,0.013
2026-02-21,East,P002,2.93,0.038
2026-02-21,East,P003,2.87,0.051
2026-02-21,East,P004,3.36,0.038
2026-02-21,West,P001,2.36,0.046
2026-02-21,West,P002,3.17,0.043
2026-02-21,West,P003,3.29,0.028
2026-02-21,West,P004,3.6,0.03
2026-02-22,North,P001,3.22,0.023
2026-02-22,North,P002,2.72,0.055
2026-02-22,North,P003,2.92,0.048
2026-02-22,North,P004,3.07,0.039
2026-02-22,South,P001,3.41,0.038
2026-02-22,South,P002,2.47,0.032
2026-02-22,South,P003,3.17,0.044
2026-02-22,South,P004,2.53,0.033
2026-02-22,East,P001,2.83,0.036
2026-02-22,East,P002,2.59,0.034
2026-02-22,East,P003,2.78,0.048
2026-02-22,East,P004,3.24,0.039
2026-02-22,West,P001,2.88,0.041
2026-02-22,West,P002,2.76,0.029
2026-02-22,West,P003,2.72,0.034
2026-02-22,West,P004,2.65,0.042
2026-02-23,North,P001,3.22,0.024
2026-02-23,North,P002,3.01,0.038
2026-02-23,North,P003,3.1,0.04
2026-02-23,North,P004,2.56,0.027
2026-02-23,South,P001,3.01,0.05
2026-02-23,South,P002,2.34,0.043
2026-02-23,South,P003,3.36,0.038
2026-02-23,South,P004,3.17,0.033
2026-02-23,East,P001,2.96,0.024
2026-02-23,East,P002,2.3,0.049
2026-02-23,East,P003,2.7,0.035
2026-02-23,East,P004,2.58,0.026
2026-02-23,West,P001,2.95,0.033
2026-02-23,West,P002,3.11,0.045
2026-02-23,West,P003,3.1,0.042
2026-02-23,West,P004,3.47,0.029
2026-02-24,North,P001,2.98,0.051
2026-02-24,North,P002,3.38,0.026
2026-02-24,North,P003,2.91,0.054
2026-02-24,North,P004,3.15,0.042
2026-02-24,South,P001,2.93,0.036
2026-02-24,South,P002,3.09,0.037
2026-02-24,South,P003,2.99,0.041
2026-02-24,South,P004,2.8,0.045
2026-02-24,East,P001,3.87,0.022
2026-02-24,East,P002,3.1,0.032
2026-02-24,East,P003,3.17,0.04
2026-02-24,East,P004,3.23,0.052
2026-02-24,West,P001,3.06,0.051
2026-02-24,West,P002,2.3,0.056
2026-02-24,West,P003,3.11,0.051
2026-02-24,West,P004,2.63,0.032
2026-02-25,North,P001,3.04,0.04
2026-02-25,North,P002,3.08,0.051
2026-02-25,North,P003,2.47,0.05
2026-02-25,North,P004,3.0,0.038
2026-02-25,South,P001,2.56,0.045
2026-02-25,South,P002,2.28,0.046
2026-02-25,South,P003,2.55,0.041
2026-02-25,South,P004,2.96,0.052
2026-02-25,East,P001,2.95,0.033
2026-02-25,East,P002,2.85,0.053
2026-02-25,East,P003,3.16,0.036
2026-02-25,East,P004,2.93,0.024
2026-02-25,West,P001,3.12,0.022
2026-02-25,West,P002,3.23,0.041
2026-02-25,West,P003,3.72,0.029
2026-02-25,West,P004,2.97,0.058
2026-02-26,North,P001,3.36,0.033
2026-02-26,North,P002,3.07,0.04
2026-02-26,North,P003,3.08,0.033
2026-02-26,North,P004,2.97,0.024
2026-02-26,South,P001,3.04,0.045
2026-02-26,South,P002,2.93,0.024
2026-02-26,South,P003,3.3,0.044
2026-02-26,South,P004,2.78,0.037
2026-02-26,East,P001,2.55,0.03
2026-02-26,East,P002,2.84,0.052
2026-02-26,East,P003,2.81,0.046
2026-02-26,East,P004,2.84,0.042
2026-02-26,West,P001,2.96,0.049
2026-02-26,West,P002,2.84,0.024
2026-02-26,West,P003,2.59,0.035
2026-02-26,West,P004,2.63,0.044
2026-02-27,North,P001,2.86,0.064
2026-02-27,North,P002,2.48,0.042
2026-02-27,North,P003,2.66,0.035
2026-02-27,North,P004,3.04,0.017
2026-02-27,South,P001,3.07,0.059
2026-02-27,South,P002,2.86,0.043
2026-02-27,South,P003,3.31,0.038
2026-02-27,South,P004,2.83,0.017
2026-02-27,East,P001,3.19,0.039
2026-02-27,East,P002,2.7,0.041
2026-02-27,East,P003,2.82,0.035
2026-02-27,East,P004,3.18,0.027
2026-02-27,West,P001,3.31,0.026
2026-02-27,West,P002,2.8,0.059
2026-02-27,West,P003,3.34,0.041
2026-02-27,West,P004,2.72,0.035
2026-02-28,North,P001,3.02,0.04
2026-02-28,North,P002,2.97,0.04
2026-02-28,North,P003,2.94,0.026
2026-02-28,North,P004,2.85,0.049
2026-02-28,South,P001,2.59,0.038
2026-02-28,South,P002,2.75,0.041
2026-02-28,South,P003,2.88,0.055
2026-02-28,South,P004,3.15,0.027
2026-02-28,East,P001,3.2,0.032
2026-02-28,East,P002,2.83,0.043
2026-02-28,East,P003,2.85,0.049
2026-02-28,East,P004,2.77,0.034
2026-02-28,West,P001,2.8,0.034
2026-02-28,West,P002,3.33,0.046
2026-02-28,West,P003,3.51,0.063
2026-02-28,West,P004,2.69,0.041
2026-03-01,North,P001,2.65,0.032
2026-03-01,North,P002,2.81,0.029
2026-03-01,North,P003,2.68,0.039
2026-03-01,North,P004,2.63,0.048
2026-03-01,South,P001,2.72,0.068
2026-03-01,South,P002,2.86,0.041
2026-03-01,South,P003,2.61,0.057
2026-03-01,South,P004,3.34,0.043
2026-03-01,East,P001,2.6,0.042
2026-03-01,East,P002,2.66,0.055
2026-03-01,East,P003,3.24,0.041
2026-03-01,East,P004,2.27,0.03
2026-03-01,West,P001,3.21,0.052
2026-03-01,West,P002,3.33,0.024
2026-03-01,West,P003,3.09,0.05
2026-03-01,West,P004,2.5,0.04
2026-03-02,North,P001,3.08,0.037
2026-03-02,North,P002,2.44,0.037
2026-03-02,North,P003,2.9,0.039
2026-03-02,North,P004,2.83,0.036
2026-03-02,South,P001,2.99,0.044
2026-03-02,South,P002,2.91,0.036
2026-03-02,South,P003,3.03,0.021
2026-03-02,South,P004,3.14,0.04
2026-03-02,East,P001,3.01,0.05
2026-03-02,East,P002,2.41,0.02
2026-03-02,East,P003,3.08,0.04
2026-03-02,East,P004,3.05,0.035
2026-03-02,West,P001,3.2,0.049
2026-03-02,West,P002,3.15,0.037
2026-03-02,West,P003,2.37,0.048
2026-03-02,West,P004,3.37,0.046
2026-03-03,North,P001,2.74,0.047
2026-03-03,North,P002,3.26,0.056
2026-03-03,North,P003,2.74,0.038
2026-03-03,North,P004,3.22,0.041
2026-03-03,South,P001,2.66,0.044
2026-03-03,South,P002,3.17,0.041
2026-03-03,South,P003,3.07,0.037
2026-03-03,South,P004,3.44,0.031
2026-03-03,East,P001,2.82,0.04
2026-03-03,East,P002,3.26,0.025
2026-03-03,East,P003,2.61,0.02
2026-03-03,East,P004,3.01,0.029
2026-03-03,West,P001,2.88,0.047
2026-03-03,West,P002,2.81,0.042
2026-03-03,West,P003,2.91,0.047
2026-03-03,West,P004,3.14,0.033
2026-03-04,North,P001,2.95,0.05
2026-03-04,North,P002,3.12,0.026
2026-03-04,North,P003,3.2,0.029
2026-03-04,North,P004,3.42,0.05
2026-03-04,South,P001,3.09,0.042
2026-03-04,South,P002,2.94,0.047
2026-03-04,South,P003,2.89,0.042
2026-03-04,South,P004,3.26,0.034
2026-03-04,East,P001,2.82,0.028
2026-03-04,East,P002,2.68,0.022
2026-03-04,East,P003,3.22,0.058
2026-03-04,East,P004,3.43,0.024
2026-03-04,West,P001,3.22,0.054
2026-03-04,West,P002,2.86,0.041
2026-03-04,West,P003,2.4,0.043
2026-03-04,West,P004,2.68,0.042
2026-03-05,North,P001,2.53,0.045
2026-03-05,North,P002,3.31,0.032
2026-03-05,North,P003,2.66,0.018
2026-03-05,North,P004,2.92,0.034
2026-03-05,South,P001,2.53,0.045
2026-03-05,South,P002,2.87,0.029
2026-03-05,South,P003,2.83,0.051
2026-03-05,South,P004,3.18,0.039
2026-03-05,East,P001,3.19,0.028
2026-03-05,East,P002,3.01,0.041
2026-03-05,East,P003,2.86,0.044
2026-03-05,East,P004,2.77,0.045
2026-03-05,West,P001,3.17,0.011
2026-03-05,West,P002,3.36,0.01
2026-03-05,West,P003,2.82,0.05
2026-03-05,West,P004,2.9,0.025
2026-03-06,North,P001,2.67,0.05
2026-03-06,North,P002,2.42,0.051
2026-03-06,North,P003,2.98,0.028
2026-03-06,North,P004,2.83,0.03
2026-03-06,South,P001,3.26,0.047
2026-03-06,South,P002,2.48,0.036
2026-03-06,South,P003,2.74,0.053
2026-03-06,South,P004,2.59,0.056
2026-03-06,East,P001,2.99,0.028
2026-03-06,East,P002,2.8,0.032
2026-03-06,East,P003,2.62,0.041
2026-03-06,East,P004,2.63,0.018
2026-03-06,West,P001,2.89,0.022
2026-03-06,West,P002,2.77,0.031
2026-03-06,West,P003,2.74,0.06
2026-03-06,West,P004,3.02,0.042
2026-03-07,North,P001,2.47,0.033
2026-03-07,North,P002,3.06,0.03
2026-03-07,North,P003,3.27,0.028
2026-03-07,North,P004,2.91,0.034
2026-03-07,South,P001,3.05,0.034
2026-03-07,South,P002,2.92,0.038
2026-03-07,South,P003,2.78,0.045
2026-03-07,South,P004,3.07,0.039
2026-03-07,East,P001,2.87,0.048
2026-03-07,East,P002,2.93,0.037
2026-03-07,East,P003,3.03,0.057
2026-03-07,East,P004,2.6,0.048
2026-03-07,West,P001,2.43,0.042
2026-03-07,West,P002,3.47,0.045
2026-03-07,West,P003,3.05,0.034
2026-03-07,West,P004,3.01,0.037
2026-03-08,North,P001,2.76,0.037
2026-03-08,North,P002,3.06,0.032
2026-03-08,North,P003,2.76,0.026
2026-03-08,North,P004,3.12,0.045
2026-03-08,South,P001,3.07,0.05
2026-03-08,South,P002,3.03,0.044
2026-03-08,South,P003,3.09,0.039
2026-03-08,South,P004,2.84,0.062
2026-03-08,East,P001,2.86,0.033
2026-03-08,East,P002,3.13,0.043
2026-03-08,East,P003,2.58,0.051
2026-03-08,East,P004,2.97,0.029
2026-03-08,West,P001,3.36,0.046
2026-03-08,West,P002,2.62,0.058
2026-03-08,West,P003,3.2,0.04
2026-03-08,West,P004,3.48,0.042
2026-03-09,North,P001,2.99,0.033
2026-03-09,North,P002,3.17,0.045
2026-03-09,North,P003,3.0,0.032
2026-03-09,North,P004,3.04,0.039
2026-03-09,South,P001,2.6,0.025
2026-03-09,South,P002,3.17,0.014
2026-03-09,South,P003,3.06,0.035
2026-03-09,South,P004,3.39,0.035
2026-03-09,East,P001,3.2,0.036
2026-03-09,East,P002,3.03,0.047
2026-03-09,East,P003,2.86,0.05
2026-03-09,East,P004,2.7,0.043
2026-03-09,West,P001,3.28,0.047
2026-03-09,West,P002,3.57,0.032
2026-03-09,West,P003,2.59,0.03
2026-03-09,West,P004,3.2,0.045
2026-03-10,North,P001,3.03,0.029
2026-03-10,North,P002,3.23,0.028
2026-03-10,North,P003,3.35,0.069
2026-03-10,North,P004,3.11,0.046
2026-03-10,South,P001,2.85,0.022
2026-03-10,South,P002,2.82,0.029
2026-03-10,South,P003,2.57,0.057
2026-03-10,South,P004,3.08,0.044
2026-03-10,East,P001,2.91,0.038
2026-03-10,East,P002,3.29,0.04
2026-03-10,East,P003,3.16,0.038
2026-03-10,East,P004,2.9,0.026
2026-03-10,West,P001,2.41,0.037
2026-03-10,West,P002,3.02,0.027
2026-03-10,West,P003,2.99,0.041
2026-03-10,West,P004,2.35,0.031
2026-03-11,North,P001,3.12,0.044
2026-03-11,North,P002,2.65,0.042
2026-03-11,North,P003,3.31,0.048
2026-03-11,North,P004,2.97,0.035
2026-03-11,South,P001,2.81,0.045
2026-03-11,South,P002,3.06,0.046
2026-03-11,South,P003,3.04,0.048
2026-03-11,South,P004,3.03,0.048
2026-03-11,East,P001,3.26,0.032
2026-03-11,East,P002,2.46,0.055
2026-03-11,East,P003,3.08,0.023
2026-03-11,East,P004,2.79,0.048
2026-03-11,West,P001,2.92,0.035
2026-03-11,West,P002,3.42,0.03
2026-03-11,West,P003,2.76,0.042
2026-03-11,West,P004,3.12,0.045
2026-03-12,North,P001,3.27,0.042
2026-03-12,North,P002,3.15,0.037
2026-03-12,North,P003,3.02,0.041
2026-03-12,North,P004,3.06,0.048
2026-03-12,South,P001,3.17,0.04
2026-03-12,South,P002,2.76,0.041
2026-03-12,South,P003,2.99,0.042
2026-03-12,South,P004,3.66,0.035
2026-03-12,East,P001,3.13,0.051
2026-03-12,East,P002,3.03,0.063
2026-03-12,East,P003,2.89,0.043
2026-03-12,East,P004,2.76,0.036
2026-03-12,West,P001,3.07,0.048
2026-03-12,West,P002,3.1,0.053
2026-03-12,West,P003,2.97,0.037
2026-03-12,West,P004,3.81,0.044
2026-03-13,North,P001,2.78,0.033
2026-03-13,North,P002,2.72,0.049
2026-03-13,North,P003,2.89,0.041
2026-03-13,North,P004,2.98,0.047
2026-03-13,South,P001,2.75,0.029
2026-03-13,South,P002,3.07,0.046
2026-03-13,South,P003,3.1,0.032
2026-03-13,South,P004,3.2,0.033
2026-03-13,East,P001,2.84,0.031
2026-03-13,East,P002,3.39,0.046
2026-03-13,East,P003,3.18,0.052
2026-03-13,East,P004,3.84,0.023
2026-03-13,West,P001,2.78,0.034
2026-03-13,West,P002,2.74,0.029
2026-03-13,West,P003,2.91,0.028
2026-03-13,West,P004,3.1,0.041
2026-03-14,North,P001,3.14,0.045
2026-03-14,North,P002,3.18,0.036
2026-03-14,North,P003,3.64,0.042
2026-03-14,North,P004,2.44,0.03
2026-03-14,South,P001,2.48,0.04
2026-03-14,South,P002,2.96,0.035
2026-03-14,South,P003,3.6,0.045
2026-03-14,South,P004,3.22,0.031
2026-03-14,East,P001,2.7,0.04
2026-03-14,East,P002,3.05,0.021
2026-03-14,East,P003,2.95,0.04
2026-03-14,East,P004,2.94,0.032
2026-03-14,West,P001,2.84,0.038
2026-03-14,West,P002,3.03,0.046
2026-03-14,West,P003,3.32,0.037
2026-03-14,West,P004,2.86,0.044
2026-03-15,North,P001,3.18,0.036
2026-03-15,North,P002,3.24,0.05
2026-03-15,North,P003,3.39,0.058
2026-03-15,North,P004,2.74,0.04
2026-03-15,South,P001,3.0,0.039
2026-03-15,South,P002,2.81,0.025
2026-03-15,South,P003,3.03,0.032
2026-03-15,South,P004,3.03,0.032
2026-03-15,East,P001,2.67,0.042
2026-03-15,East,P002,3.05,0.046
2026-03-15,East,P003,3.66,0.043
2026-03-15,East,P004,3.15,0.029
2026-03-15,West,P001,2.61,0.056
2026-03-15,West,P002,2.72,0.03
2026-03-15,West,P003,2.99,0.039
2026-03-15,West,P004,2.73,0.037
2026-03-16,North,P001,3.37,0.032
2026-03-16,North,P002,2.58,0.049
2026-03-16,North,P003,3.15,0.034
2026-03-16,North,P004,2.53,0.033
2026-03-16,South,P001,2.98,0.052
2026-03-16,South,P002,2.69,0.039
2026-03-16,South,P003,3.2,0.016
2026-03-16,South,P004,3.31,0.028
2026-03-16,East,P001,3.1,0.042
2026-03-16,East,P002,3.33,0.046
2026-03-16,East,P003,2.29,0.032
2026-03-16,East,P004,3.04,0.038
2026-03-16,West,P001,3.14,0.048
2026-03-16,West,P002,3.18,0.038
2026-03-16,West,P003,2.45,0.035
2026-03-16,West,P004,3.12,0.029
2026-03-17,North,P001,3.19,0.049
2026-03-17,North,P002,3.04,0.009
2026-03-17,North,P003,2.62,0.059
2026-03-17,North,P004,2.84,0.02
2026-03-17,South,P001,3.37,0.04
2026-03-17,South,P002,3.33,0.043
2026-03-17,South,P003,3.14,0.044
2026-03-17,South,P004,3.21,0.063
2026-03-17,East,P001,3.29,0.024
2026-03-17,East,P002,3.13,0.051
2026-03-17,East,P003,3.36,0.036
2026-03-17,East,P004,3.35,0.049
2026-03-17,West,P001,3.77,0.032
2026-03-17,West,P002,2.85,0.037
2026-03-17,West,P003,2.85,0.031
2026-03-17,West,P004,2.17,0.036
2026-03-18,North,P001,3.11,0.035
2026-03-18,North,P002,3.58,0.04
2026-03-18,North,P003,3.39,0.043
2026-03-18,North,P004,3.25,0.043
2026-03-18,South,P001,3.41,0.041
2026-03-18,South,P002,3.15,0.044
2026-03-18,South,P003,2.91,0.044
2026-03-18,South,P004,3.67,0.037
2026-03-18,East,P001,3.13,0.053
2026-03-18,East,P002,3.34,0.04
2026-03-18,East,P003,2.28,0.045
2026-03-18,East,P004,2.33,0.055
2026-03-18,West,P001,3.05,0.05
2026-03-18,West,P002,2.73,0.024
2026-03-18,West,P003,3.08,0.04
2026-03-18,West,P004,2.85,0.041
2026-03-19,North,P001,3.83,0.048
2026-03-19,North,P002,3.31,0.048
2026-03-19,North,P003,3.44,0.038
2026-03-19,North,P004,2.38,0.038
2026-03-19,South,P001,3.24,0.03
2026-03-19,South,P002,2.95,0.033
2026-03-19,South,P003,3.45,0.047
2026-03-19,South,P004,3.2,0.046
2026-03-19,East,P001,2.99,0.042
2026-03-19,East,P002,2.64,0.018
2026-03-19,East,P003,3.05,0.043
2026-03-19,East,P004,3.36,0.056
2026-03-19,West,P001,3.47,0.03
2026-03-19,West,P002,2.89,0.045
2026-03-19,West,P003,3.76,0.055
2026-03-19,West,P004,3.34,0.036
2026-03-20,North,P001,2.74,0.048
2026-03-20,North,P002,2.67,0.038
2026-03-20,North,P003,2.97,0.056
2026-03-20,North,P004,2.89,0.016
2026-03-20,South,P001,3.15,0.033
2026-03-20,South,P002,3.01,0.039
2026-03-20,South,P003,2.92,0.048
2026-03-20,South,P004,2.54,0.035
2026-03-20,East,P001,3.21,0.034
2026-03-20,East,P002,2.52,0.047
2026-03-20,East,P003,3.34,0.04
2026-03-20,East,P004,2.41,0.047
2026-03-20,West,P001,2.5,0.043
2026-03-20,West,P002,2.73,0.028
2026-03-20,West,P003,2.87,0.038
2026-03-20,West,P004,2.81,0.046
2026-03-21,North,P001,2.87,0.05
2026-03-21,North,P002,3.08,0.033
2026-03-21,North,P003,2.74,0.024
2026-03-21,North,P004,3.09,0.036
2026-03-21,South,P001,2.29,0.035
2026-03-21,South,P002,2.73,0.056
2026-03-21,South,P003,2.49,0.026
2026-03-21,South,P004,3.33,0.054
2026-03-21,East,P001,2.78,0.034
2026-03-21,East,P002,3.18,0.017
2026-03-21,East,P003,2.44,0.037
2026-03-21,East,P004,3.46,0.036
2026-03-21,West,P001,3.03,0.051
2026-03-21,West,P002,3.63,0.034
2026-03-21,West,P003,2.99,0.058
2026-03-21,West,P004,2.54,0.05
2026-03-22,North,P001,2.69,0.041
2026-03-22,North,P002,2.93,0.03
2026-03-22,North,P003,2.71,0.043
2026-03-22,North,P004,3.3,0.039
2026-03-22,South,P001,3.02,0.046
2026-03-22,South,P002,2.71,0.047
2026-03-22,South,P003,3.25,0.066
2026-03-22,South,P004,2.89,0.035
2026-03-22,East,P001,3.23,0.048
2026-03-22,East,P002,2.84,0.036
2026-03-22,East,P003,3.16,0.032
2026-03-22,East,P004,2.88,0.041
2026-03-22,West,P001,3.3,0.034
2026-03-22,West,P002,2.45,0.021
2026-03-22,West,P003,2.62,0.027
2026-03-22,West,P004,2.95,0.028
2026-03-23,North,P001,2.79,0.032
2026-03-23,North,P002,2.87,0.053
2026-03-23,North,P003,3.2,0.04
2026-03-23,North,P004,2.86,0.036
2026-03-23,South,P001,3.1,0.046
2026-03-23,South,P002,2.73,0.04
2026-03-23,South,P003,2.39,0.042
2026-03-23,South,P004,3.23,0.037
2026-03-23,East,P001,3.54,0.031
2026-03-23,East,P002,3.07,0.04
2026-03-23,East,P003,2.97,0.039
2026-03-23,East,P004,3.03,0.048
2026-03-23,West,P001,3.41,0.04
2026-03-23,West,P002,3.24,0.033
2026-03-23,West,P003,3.23,0.032
2026-03-23,West,P004,3.33,0.062
2026-03-24,North,P001,2.96,0.018
2026-03-24,North,P002,2.84,0.052
2026-03-24,North,P003,3.17,0.042
2026-03-24,North,P004,3.3,0.045
2026-03-24,South,P001,3.37,0.049
2026-03-24,South,P002,3.46,0.044
2026-03-24,South,P003,3.27,0.037
2026-03-24,South,P004,2.82,0.057
2026-03-24,East,P001,3.06,0.048
2026-03-24,East,P002,3.04,0.034
2026-03-24,East,P003,3.0,0.054
2026-03-24,East,P004,3.17,0.023
2026-03-24,West,P001,2.94,0.058
2026-03-24,West,P002,2.94,0.022
2026-03-24,West,P003,3.57,0.047
2026-03-24,West,P004,2.98,0.036
2026-03-25,North,P001,3.32,0.035
2026-03-25,North,P002,3.34,0.045
2026-03-25,North,P003,3.07,0.041
2026-03-25,North,P004,2.95,0.05
2026-03-25,South,P001,2.74,0.024
2026-03-25,South,P002,3.18,0.046
2026-03-25,South,P003,3.14,0.044
2026-03-25,South,P004,2.9,0.048
2026-03-25,East,P001,2.99,0.035
2026-03-25,East,P002,2.91,0.06
2026-03-25,East,P003,2.48,0.045
2026-03-25,East,P004,2.5,0.039
2026-03-25,West,P001,2.87,0.019
2026-03-25,West,P002,3.12,0.036
2026-03-25,West,P003,2.37,0.048
2026-03-25,West,P004,3.43,0.055
2026-03-26,North,P001,3.11,0.04
2026-03-26,North,P002,3.4,0.057
2026-03-26,North,P003,3.34,0.031
2026-03-26,North,P004,3.06,0.044
2026-03-26,South,P001,2.46,0.045
2026-03-26,South,P002,3.68,0.046
2026-03-26,South,P003,3.44,0.042
2026-03-26,South,P004,2.98,0.044
2026-03-26,East,P001,2.76,0.03
2026-03-26,East,P002,3.38,0.054
2026-03-26,East,P003,2.7,0.05
2026-03-26,East,P004,2.97,0.043
2026-03-26,West,P001,3.14,0.05
2026-03-26,West,P002,3.02,0.054
2026-03-26,West,P003,3.09,0.046
2026-03-26,West,P004,2.75,0.062
2026-03-27,North,P001,3.14,0.047
2026-03-27,North,P002,2.52,0.032
2026-03-27,North,P003,3.37,0.043
2026-03-27,North,P004,2.43,0.05
2026-03-27,South,P001,2.84,0.054
2026-03-27,South,P002,2.97,0.042
2026-03-27,South,P003,3.35,0.031
2026-03-27,South,P004,2.7,0.038
2026-03-27,East,P001,3.25,0.027
2026-03-27,East,P002,2.5,0.048
2026-03-27,East,P003,2.82,0.036
2026-03-27,East,P004,2.44,0.033
2026-03-27,West,P001,3.0,0.049
2026-03-27,West,P002,2.77,0.057
2026-03-27,West,P003,2.79,0.033
2026-03-27,West,P004,3.46,0.042
2026-03-28,North,P001,2.83,0.038
2026-03-28,North,P002,3.41,0.055
2026-03-28,North,P003,2.75,0.04
2026-03-28,North,P004,3.03,0.03
2026-03-28,South,P001,2.98,0.04
2026-03-28,South,P002,3.34,0.052
2026-03-28,South,P003,2.9,0.038
2026-03-28,South,P004,3.2,0.034
2026-03-28,East,P001,3.18,0.039
2026-03-28,East,P002,2.71,0.03
2026-03-28,East,P003,3.43,0.038
2026-03-28,East,P004,3.49,0.035
2026-03-28,West,P001,3.09,0.064
2026-03-28,West,P002,2.68,0.021
2026-03-28,West,P003,3.39,0.032
2026-03-28,West,P004,2.99,0.034
2026-03-29,North,P001,3.08,0.03
2026-03-29,North,P002,2.95,0.044
2026-03-29,North,P003,2.7,0.033
2026-03-29,North,P004,2.9,0.026
2026-03-29,South,P001,2.87,0.041
2026-03-29,South,P002,2.88,0.037
2026-03-29,South,P003,2.99,0.033
2026-03-29,South,P004,3.21,0.054
2026-03-29,East,P001,2.86,0.045
2026-03-29,East,P002,2.93,0.044
2026-03-29,East,P003,3.47,0.045
2026-03-29,East,P004,2.47,0.045
2026-03-29,West,P001,3.37,0.038
2026-03-29,West,P002,3.3,0.033
2026-03-29,West,P003,2.55,0.041
2026-03-29,West,P004,2.47,0.038
2026-03-30,North,P001,3.39,0.021
2026-03-30,North,P002,2.62,0.03
2026-03-30,North,P003,2.98,0.036
2026-03-30,North,P004,3.42,0.05
2026-03-30,South,P001,3.15,0.041
2026-03-30,South,P002,3.12,0.031
2026-03-30,South,P003,3.26,0.029
2026-03-30,South,P004,3.25,0.052
2026-03-30,East,P001,3.06,0.038
2026-03-30,East,P002,3.12,0.011
2026-03-30,East,P003,3.09,0.039
2026-03-30,East,P004,2.98,0.047
2026-03-30,West,P001,2.98,0.029
2026-03-30,West,P002,2.96,0.041
2026-03-30,West,P003,3.03,0.042
2026-03-30,West,P004,3.31,0.029
2026-03-31,North,P001,3.05,0.053
2026-03-31,North,P002,2.48,0.042
2026-03-31,North,P003,2.82,0.036
2026-03-31,North,P004,2.73,0.038
2026-03-31,South,P001,3.55,0.027
2026-03-31,South,P002,2.65,0.027
2026-03-31,South,P003,3.52,0.035
2026-03-31,South,P004,2.99,0.036
2026-03-31,East,P001,2.72,0.038
2026-03-31,East,P002,3.74,0.054
2026-03-31,East,P003,2.74,0.046
2026-03-31,East,P004,2.75,0.022
2026-03-31,West,P001,3.31,0.052
2026-03-31,West,P002,3.31,0.035
2026-03-31,West,P003,2.95,0.047
2026-03-31,West,P004,3.12,0.036
2026-04-01,North,P001,2.51,0.041
2026-04-01,North,P002,3.32,0.028
2026-04-01,North,P003,3.19,0.043
2026-04-01,North,P004,3.23,0.049
2026-04-01,South,P001,2.79,0.024
2026-04-01,South,P002,2.84,0.049
2026-04-01,South,P003,2.84,0.033
2026-04-01,South,P004,2.45,0.058
2026-04-01,East,P001,3.25,0.048
2026-04-01,East,P002,3.29,0.046
2026-04-01,East,P003,2.93,0.038
2026-04-01,East,P004,2.87,0.066
2026-04-01,West,P001,3.17,0.035
2026-04-01,West,P002,3.14,0.03
2026-04-01,West,P003,3.45,0.033
2026-04-01,West,P004,3.15,0.051
2026-04-02,North,P001,3.12,0.041
2026-04-02,North,P002,3.0,0.039
2026-04-02,North,P003,2.83,0.036
