date,product_id,product_name,region,units_sold,price,revenue,marketing_spend,discount,inventory
2026-02-18,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,153.43,0.0,190
2026-02-18,P004,ShieldCase Armor,South,26,599.0,15574.0,121.99,0.0,59
2026-02-18,P001,AirWave Earbuds Pro,East,17,2499.0,42483.0,171.45,0.0,191
2026-02-18,P002,PulseFit Smart Watch,East,8,4999.0,39992.0,169.46,0.0,344
2026-02-18,P003,EchoBeam Speaker Mini,East,21,1799.0,32112.15,164.01,0.15,85
2026-02-18,P004,ShieldCase Armor,East,25,599.0,14975.0,179.87,0.0,176
2026-02-18,P001,AirWave Earbuds Pro,West,18,2499.0,44982.0,197.62,0.0,153
2026-02-18,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,170.19,0.0,165
2026-02-18,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,184.57,0.0,85
2026-02-18,P004,ShieldCase Armor,West,29,599.0,17371.0,213.67,0.0,194
2026-02-19,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,166.58,0.0,166
2026-02-19,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,110.64,0.0,386
2026-02-19,P003,EchoBeam Speaker Mini,North,15,1799.0,26985.0,158.22,0.0,330
2026-02-19,P004,ShieldCase Armor,North,25,599.0,14975.0,78.42,0.0,161
2026-02-19,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,127.41,0.0,379
2026-02-19,P002,PulseFit Smart Watch,South,11,4999.0,54989.0,167.3,0.0,79
2026-02-19,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,105.08,0.0,359
2026-02-19,P004,ShieldCase Armor,South,26,599.0,15574.0,187.36,0.0,210
2026-02-19,P001,AirWave Earbuds Pro,East,21,2499.0,52479.0,99.22,0.0,153
2026-02-19,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,155.18,0.0,242
2026-02-19,P003,EchoBeam Speaker Mini,East,22,1799.0,33641.3,142.98,0.15,313
2026-02-19,P004,ShieldCase Armor,East,23,599.0,13777.0,118.77,0.0,296
2026-02-19,P001,AirWave Earbuds Pro,West,17,2499.0,42483.0,139.19,0.0,361
2026-02-19,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,145.04,0.0,298
2026-02-19,P003,EchoBeam Speaker Mini,West,13,1799.0,23387.0,176.21,0.0,270
2026-02-19,P004,ShieldCase Armor,West,27,599.0,16173.0,144.15,0.0,314
2026-02-20,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,133.12,0.0,348
2026-02-20,P002,PulseFit Smart Watch,North,11,4999.0,54989.0,137.66,0.0,93
2026-02-20,P003,EchoBeam Speaker Mini,North,15,1799.0,26985.0,125.62,0.0,179
2026-02-20,P004,ShieldCase Armor,North,24,599.0,14376.0,175.55,0.0,207
2026-02-20,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,195.63,0.0,231
2026-02-20,P002,PulseFit Smart Watch,South,9,4999.0,44991.0,131.51,0.0,392
2026-02-20,P003,EchoBeam Speaker Mini,South,12,1799.0,21588.0,108.52,0.0,276
2026-02-20,P004,ShieldCase Armor,South,25,599.0,14975.0,135.61,0.0,252
2026-02-20,P001,AirWave Earbuds Pro,East,17,2499.0,42483.0,132.08,0.0,251
2026-02-20,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,110.34,0.0,211
2026-02-20,P003,EchoBeam Speaker Mini,East,24,1799.0,36699.6,143.53,0.15,355
2026-02-20,P004,ShieldCase Armor,East,24,599.0,14376.0,175.38,0.0,396
2026-02-20,P001,AirWave Earbuds Pro,West,20,2499.0,49980.0,134.36,0.0,172
2026-02-20,P002,PulseFit Smart Watch,West,11,4999.0,54989.0,167.25,0.0,208
2026-02-20,P003,EchoBeam Speaker Mini,West,12,1799.0,21588.0,116.15,0.0,62
2026-02-20,P004,ShieldCase Armor,West,26,599.0,15574.0,142.15,0.0,304
2026-02-21,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,99.26,0.0,117
2026-02-21,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,129.83,0.0,260
2026-02-21,P003,EchoBeam Speaker Mini,North,14,1799.0,25186.0,167.5,0.0,108
2026-02-21,P004,ShieldCase Armor,North,25,599.0,14975.0,183.46,0.0,304
2026-02-21,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,99.75,0.0,133
2026-02-21,P002,PulseFit Smart Watch,South,9,4999.0,44991.0,150.44,0.0,188
2026-02-21,P003,EchoBeam Speaker Mini,South,13,1799.0,23387.0,91.37,0.0,359
2026-02-21,P004,ShieldCase Armor,South,24,599.0,14376.0,100.87,0.0,118
2026-02-21,P001,AirWave Earbuds Pro,East,19,2499.0,47481.0,128.14,0.0,124
2026-02-21,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,133.77,0.0,263
2026-02-21,P003,EchoBeam Speaker Mini,East,23,1799.0,35170.45,167.8,0.15,116
2026-02-21,P004,ShieldCase Armor,East,25,599.0,14975.0,165.86,0.0,338
2026-02-21,P001,AirWave Earbuds Pro,West,19,2499.0,47481.0,156.02,0.0,202
2026-02-21,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,167.98,0.0,319
2026-02-21,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,137.59,0.0,288
2026-02-21,P004,ShieldCase Armor,West,22,599.0,13178.0,199.32,0.0,168
2026-02-22,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,159.53,0.0,98
2026-02-22,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,145.81,0.0,339
2026-02-22,P003,EchoBeam Speaker Mini,North,14,1799.0,25186.0,170.29,0.0,231
2026-02-22,P004,ShieldCase Armor,North,21,599.0,12579.0,103.75,0.0,359
2026-02-22,P001,AirWave Earbuds Pro,South,21,2499.0,52479.0,117.22,0.0,315
2026-02-22,P002,PulseFit Smart Watch,South,9,4999.0,44991.0,144.53,0.0,134
2026-02-22,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,125.39,0.0,157
2026-02-22,P004,ShieldCase Armor,South,25,599.0,14975.0,163.83,0.0,127
2026-02-22,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,169.76,0.0,364
2026-02-22,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,201.89,0.0,120
2026-02-22,P003,EchoBeam Speaker Mini,East,21,1799.0,32112.15,172.92,0.15,114
2026-02-22,P004,ShieldCase Armor,East,23,599.0,13777.0,156.41,0.0,238
2026-02-22,P001,AirWave Earbuds Pro,West,18,2499.0,44982.0,124.4,0.0,311
2026-02-22,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,147.82,0.0,238
2026-02-22,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,147.3,0.0,128
2026-02-22,P004,ShieldCase Armor,West,25,599.0,14975.0,130.68,0.0,61
2026-02-23,P001,AirWave Earbuds Pro,North,22,2499.0,54978.0,107.72,0.0,195
2026-02-23,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,211.21,0.0,330
2026-02-23,P003,EchoBeam Speaker Mini,North,13,1799.0,23387.0,162.78,0.0,345
2026-02-23,P004,ShieldCase Armor,North,26,599.0,15574.0,187.09,0.0,366
2026-02-23,P001,AirWave Earbuds Pro,South,20,2499.0,49980.0,136.47,0.0,164
2026-02-23,P002,PulseFit Smart Watch,South,9,4999.0,44991.0,152.97,0.0,57
2026-02-23,P003,EchoBeam Speaker Mini,South,13,1799.0,23387.0,144.41,0.0,398
2026-02-23,P004,ShieldCase Armor,South,26,599.0,15574.0,99.1,0.0,179
2026-02-23,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,113.2,0.0,298
2026-02-23,P002,PulseFit Smart Watch,East,11,4999.0,54989.0,167.64,0.0,200
2026-02-23,P003,EchoBeam Speaker Mini,East,15,1799.0,26985.0,196.79,0.0,77
2026-02-23,P004,ShieldCase Armor,East,28,599.0,16772.0,106.03,0.0,72
2026-02-23,P001,AirWave Earbuds Pro,West,19,2499.0,47481.0,135.2,0.0,382
2026-02-23,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,178.35,0.0,158
2026-02-23,P003,EchoBeam Speaker Mini,West,15,1799.0,26985.0,156.45,0.0,194
2026-02-23,P004,ShieldCase Armor,West,26,599.0,15574.0,159.11,0.0,98
2026-02-24,P001,AirWave Earbuds Pro,North,19,2499.0,47481.0,156.12,0.0,102
2026-02-24,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,146.06,0.0,130
2026-02-24,P003,EchoBeam Speaker Mini,North,12,1799.0,21588.0,158.3,0.0,52
2026-02-24,P004,ShieldCase Armor,North,24,599.0,14376.0,153.82,0.0,88
2026-02-24,P001,AirWave Earbuds Pro,South,19,2499.0,47481.0,87.97,0.0,361
2026-02-24,P002,PulseFit Smart Watch,South,10,4999.0,49990.0,63.09,0.0,70
2026-02-24,P003,EchoBeam Speaker Mini,South,13,1799.0,23387.0,183.03,0.0,175
2026-02-24,P004,ShieldCase Armor,South,26,599.0,15574.0,176.47,0.0,108
2026-02-24,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,166.66,0.0,231
2026-02-24,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,131.03,0.0,188
2026-02-24,P003,EchoBeam Speaker Mini,East,15,1799.0,26985.0,195.65,0.0,313
2026-02-24,P004,ShieldCase Armor,East,24,599.0,14376.0,121.39,0.0,120
2026-02-24,P001,AirWave Earbuds Pro,West,20,2499.0,49980.0,166.32,0.0,312
2026-02-24,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,162.77,0.0,339
2026-02-24,P003,EchoBeam Speaker Mini,West,13,1799.0,23387.0,169.02,0.0,392
2026-02-24,P004,ShieldCase Armor,West,28,599.0,16772.0,171.26,0.0,118
2026-02-25,P001,AirWave Earbuds Pro,North,16,2499.0,39984.0,155.92,0.0,162
2026-02-25,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,148.22,0.0,391
2026-02-25,P003,EchoBeam Speaker Mini,North,16,1799.0,28784.0,168.51,0.0,349
2026-02-25,P004,ShieldCase Armor,North,24,599.0,14376.0,120.31,0.0,311
2026-02-25,P001,AirWave Earbuds Pro,South,20,2499.0,49980.0,114.12,0.0,203
2026-02-25,P002,PulseFit Smart Watch,South,10,4999.0,49990.0,181.08,0.0,187
2026-02-25,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,163.71,0.0,186
2026-02-25,P004,ShieldCase Armor,South,27,599.0,16173.0,270.77,0.0,370
2026-02-25,P001,AirWave Earbuds Pro,East,19,2499.0,47481.0,152.99,0.0,208
2026-02-25,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,143.59,0.0,290
2026-02-25,P003,EchoBeam Speaker Mini,East,13,1799.0,23387.0,149.52,0.0,87
2026-02-25,P004,ShieldCase Armor,East,27,599.0,16173.0,145.24,0.0,170
2026-02-25,P001,AirWave Earbuds Pro,West,16,2499.0,39984.0,190.12,0.0,316
2026-02-25,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,171.37,0.0,313
2026-02-25,P003,EchoBeam Speaker Mini,West,15,1799.0,26985.0,77.22,0.0,85
2026-02-25,P004,ShieldCase Armor,West,25,599.0,14975.0,172.04,0.0,389
2026-02-26,P001,AirWave Earbuds Pro,North,17,2499.0,42483.0,125.04,0.0,395
2026-02-26,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,166.26,0.0,121
2026-02-26,P003,EchoBeam Speaker Mini,North,13,1799.0,23387.0,109.43,0.0,318
2026-02-26,P004,ShieldCase Armor,North,26,599.0,15574.0,177.67,0.0,200
2026-02-26,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,126.15,0.0,220
2026-02-26,P002,PulseFit Smart Watch,South,9,4999.0,44991.0,187.54,0.0,353
2026-02-26,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,175.8,0.0,319
2026-02-26,P004,ShieldCase Armor,South,23,599.0,13777.0,143.7,0.0,216
2026-02-26,P001,AirWave Earbuds Pro,East,16,2499.0,39984.0,121.15,0.0,110
2026-02-26,P002,PulseFit Smart Watch,East,11,4999.0,54989.0,118.51,0.0,124
2026-02-26,P003,EchoBeam Speaker Mini,East,15,1799.0,26985.0,163.63,0.0,192
2026-02-26,P004,ShieldCase Armor,East,26,599.0,15574.0,181.76,0.0,306
2026-02-26,P001,AirWave Earbuds Pro,West,19,2499.0,47481.0,179.4,0.0,243
2026-02-26,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,148.83,0.0,341
2026-02-26,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,163.32,0.0,54
2026-02-26,P004,ShieldCase Armor,West,26,599.0,15574.0,144.69,0.0,67
2026-02-27,P001,AirWave Earbuds Pro,North,17,2499.0,42483.0,182.92,0.0,233
2026-02-27,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,144.19,0.0,233
2026-02-27,P003,EchoBeam Speaker Mini,North,12,1799.0,21588.0,151.06,0.0,331
2026-02-27,P004,ShieldCase Armor,North,24,599.0,14376.0,197.54,0.0,110
2026-02-27,P001,AirWave Earbuds Pro,South,16,2499.0,39984.0,171.19,0.0,363
2026-02-27,P002,PulseFit Smart Watch,South,11,4999.0,54989.0,149.05,0.0,393
2026-02-27,P003,EchoBeam Speaker Mini,South,13,1799.0,23387.0,109.14,0.0,166
2026-02-27,P004,ShieldCase Armor,South,24,599.0,14376.0,128.41,0.0,197
2026-02-27,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,146.93,0.0,239
2026-02-27,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,129.53,0.0,251
2026-02-27,P003,EchoBeam Speaker Mini,East,14,1799.0,25186.0,144.14,0.0,282
2026-02-27,P004,ShieldCase Armor,East,25,599.0,14975.0,101.59,0.0,223
2026-02-27,P001,AirWave Earbuds Pro,West,19,2499.0,47481.0,166.37,0.0,168
2026-02-27,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,202.74,0.0,185
2026-02-27,P003,EchoBeam Speaker Mini,West,13,1799.0,23387.0,169.82,0.0,78
2026-02-27,P004,ShieldCase Armor,West,26,599.0,15574.0,201.21,0.0,284
2026-02-28,P001,AirWave Earbuds Pro,North,19,2499.0,47481.0,133.24,0.0,51
2026-02-28,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,154.91,0.0,239
2026-02-28,P003,EchoBeam Speaker Mini,North,13,1799.0,23387.0,119.0,0.0,200
2026-02-28,P004,ShieldCase Armor,North,26,599.0,15574.0,98.93,0.0,226
2026-02-28,P001,AirWave Earbuds Pro,South,19,2499.0,47481.0,125.42,0.0,391
2026-02-28,P002,PulseFit Smart Watch,South,10,4999.0,49990.0,116.29,0.0,338
2026-02-28,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,122.51,0.0,383
2026-02-28,P004,ShieldCase Armor,South,25,599.0,14975.0,145.45,0.0,290
2026-02-28,P001,AirWave Earbuds Pro,East,19,2499.0,47481.0,119.85,0.0,152
2026-02-28,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,117.01,0.0,339
2026-02-28,P003,EchoBeam Speaker Mini,East,13,1799.0,23387.0,175.1,0.0,130
2026-02-28,P004,ShieldCase Armor,East,22,599.0,13178.0,131.43,0.0,148
2026-02-28,P001,AirWave Earbuds Pro,West,17,2499.0,42483.0,203.29,0.0,157
2026-02-28,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,167.29,0.0,243
2026-02-28,P003,EchoBeam Speaker Mini,West,12,1799.0,21588.0,129.82,0.0,111
2026-02-28,P004,ShieldCase Armor,West,26,599.0,15574.0,147.08,0.0,52
2026-03-01,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,152.35,0.0,277
2026-03-01,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,137.21,0.0,324
2026-03-01,P003,EchoBeam Speaker Mini,North,14,1799.0,25186.0,162.32,0.0,300
2026-03-01,P004,ShieldCase Armor,North,23,599.0,13777.0,120.03,0.0,317
2026-03-01,P001,AirWave Earbuds Pro,South,19,2499.0,47481.0,194.15,0.0,321
2026-03-01,P002,PulseFit Smart Watch,South,10,4999.0,49990.0,156.73,0.0,57
2026-03-01,P003,EchoBeam Speaker Mini,South,13,1799.0,23387.0,189.27,0.0,388
2026-03-01,P004,ShieldCase Armor,South,24,599.0,14376.0,145.0,0.0,103
2026-03-01,P001,AirWave Earbuds Pro,East,17,2499.0,42483.0,189.35,0.0,154
2026-03-01,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,167.21,0.0,362
2026-03-01,P003,EchoBeam Speaker Mini,East,13,1799.0,23387.0,155.81,0.0,243
2026-03-01,P004,ShieldCase Armor,East,22,599.0,13178.0,157.58,0.0,280
2026-03-01,P001,AirWave Earbuds Pro,West,18,2499.0,44982.0,153.9,0.0,66
2026-03-01,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,190.12,0.0,226
2026-03-01,P003,EchoBeam Speaker Mini,West,13,1799.0,23387.0,139.74,0.0,333
2026-03-01,P004,ShieldCase Armor,West,26,599.0,15574.0,163.78,0.0,195
2026-03-02,P001,AirWave Earbuds Pro,North,22,2499.0,54978.0,168.42,0.0,209
2026-03-02,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,120.21,0.0,207
2026-03-02,P003,EchoBeam Speaker Mini,North,14,1799.0,25186.0,171.36,0.0,251
2026-03-02,P004,ShieldCase Armor,North,26,599.0,15574.0,143.57,0.0,339
2026-03-02,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,144.6,0.0,319
2026-03-02,P002,PulseFit Smart Watch,South,11,4999.0,54989.0,119.81,0.0,72
2026-03-02,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,130.48,0.0,364
2026-03-02,P004,ShieldCase Armor,South,25,599.0,14975.0,196.97,0.0,191
2026-03-02,P001,AirWave Earbuds Pro,East,17,2499.0,42483.0,155.36,0.0,100
2026-03-02,P002,PulseFit Smart Watch,East,9,4999.0,44991.0,147.81,0.0,370
2026-03-02,P003,EchoBeam Speaker Mini,East,14,1799.0,25186.0,134.59,0.0,327
2026-03-02,P004,ShieldCase Armor,East,27,599.0,16173.0,132.04,0.0,106
2026-03-02,P001,AirWave Earbuds Pro,West,19,2499.0,47481.0,159.44,0.0,260
2026-03-02,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,107.59,0.0,134
2026-03-02,P003,EchoBeam Speaker Mini,West,15,1799.0,26985.0,134.78,0.0,322
2026-03-02,P004,ShieldCase Armor,West,22,599.0,13178.0,153.67,0.0,225
2026-03-03,P001,AirWave Earbuds Pro,North,19,2499.0,47481.0,125.79,0.0,130
2026-03-03,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,164.39,0.0,106
2026-03-03,P003,EchoBeam Speaker Mini,North,11,1799.0,19789.0,210.46,0.0,307
2026-03-03,P004,ShieldCase Armor,North,26,599.0,15574.0,145.69,0.0,388
2026-03-03,P001,AirWave Earbuds Pro,South,15,2499.0,37485.0,170.24,0.0,136
2026-03-03,P002,PulseFit Smart Watch,South,10,4999.0,49990.0,143.44,0.0,293
2026-03-03,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,126.75,0.0,390
2026-03-03,P004,ShieldCase Armor,South,23,599.0,13777.0,217.37,0.0,376
2026-03-03,P001,AirWave Earbuds Pro,East,21,2499.0,52479.0,198.98,0.0,309
2026-03-03,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,185.0,0.0,89
2026-03-03,P003,EchoBeam Speaker Mini,East,14,1799.0,25186.0,103.39,0.0,389
2026-03-03,P004,ShieldCase Armor,East,27,599.0,16173.0,149.06,0.0,390
2026-03-03,P001,AirWave Earbuds Pro,West,16,2499.0,39984.0,132.41,0.0,371
2026-03-03,P002,PulseFit Smart Watch,West,11,4999.0,54989.0,101.9,0.0,310
2026-03-03,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,124.69,0.0,249
2026-03-03,P004,ShieldCase Armor,West,25,599.0,14975.0,139.99,0.0,298
2026-03-04,P001,AirWave Earbuds Pro,North,19,2499.0,47481.0,111.97,0.0,215
2026-03-04,P002,PulseFit Smart Watch,North,8,4999.0,39992.0,84.47,0.0,154
2026-03-04,P003,EchoBeam Speaker Mini,North,16,1799.0,28784.0,212.51,0.0,243
2026-03-04,P004,ShieldCase Armor,North,23,599.0,13777.0,141.05,0.0,195
2026-03-04,P001,AirWave Earbuds Pro,South,19,2499.0,47481.0,134.57,0.0,118
2026-03-04,P002,PulseFit Smart Watch,South,10,4999.0,49990.0,132.94,0.0,327
2026-03-04,P003,EchoBeam Speaker Mini,South,13,1799.0,23387.0,158.8,0.0,204
2026-03-04,P004,ShieldCase Armor,South,26,599.0,15574.0,135.85,0.0,382
2026-03-04,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,191.52,0.0,53
2026-03-04,P002,PulseFit Smart Watch,East,11,4999.0,54989.0,96.24,0.0,104
2026-03-04,P003,EchoBeam Speaker Mini,East,13,1799.0,23387.0,150.83,0.0,235
2026-03-04,P004,ShieldCase Armor,East,21,599.0,12579.0,147.11,0.0,346
2026-03-04,P001,AirWave Earbuds Pro,West,20,2499.0,49980.0,126.45,0.0,387
2026-03-04,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,155.54,0.0,273
2026-03-04,P003,EchoBeam Speaker Mini,West,16,1799.0,28784.0,163.45,0.0,127
2026-03-04,P004,ShieldCase Armor,West,24,599.0,14376.0,127.78,0.0,76
2026-03-05,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,115.23,0.0,71
2026-03-05,P002,PulseFit Smart Watch,North,10,4999.0,49990.0,129.85,0.0,193
2026-03-05,P003,EchoBeam Speaker Mini,North,15,1799.0,26985.0,115.69,0.0,211
2026-03-05,P004,ShieldCase Armor,North,24,599.0,14376.0,184.77,0.0,281
2026-03-05,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,168.96,0.0,137
2026-03-05,P002,PulseFit Smart Watch,South,11,4999.0,54989.0,153.3,0.0,104
2026-03-05,P003,EchoBeam Speaker Mini,South,12,1799.0,21588.0,180.26,0.0,384
2026-03-05,P004,ShieldCase Armor,South,27,599.0,16173.0,170.71,0.0,271
2026-03-05,P001,AirWave Earbuds Pro,East,17,2499.0,42483.0,122.56,0.0,80
2026-03-05,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,178.09,0.0,377
2026-03-05,P003,EchoBeam Speaker Mini,East,14,1799.0,25186.0,180.7,0.0,337
2026-03-05,P004,ShieldCase Armor,East,26,599.0,15574.0,138.78,0.0,67
2026-03-05,P001,AirWave Earbuds Pro,West,18,2499.0,44982.0,185.79,0.0,132
2026-03-05,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,151.39,0.0,228
2026-03-05,P003,EchoBeam Speaker Mini,West,14,1799.0,25186.0,201.7,0.0,74
2026-03-05,P004,ShieldCase Armor,West,25,599.0,14975.0,156.43,0.0,217
2026-03-06,P001,AirWave Earbuds Pro,North,17,2499.0,42483.0,144.81,0.0,95
2026-03-06,P002,PulseFit Smart Watch,North,11,4999.0,54989.0,172.48,0.0,149
2026-03-06,P003,EchoBeam Speaker Mini,North,13,1799.0,23387.0,179.31,0.0,389
2026-03-06,P004,ShieldCase Armor,North,23,599.0,13777.0,190.09,0.0,182
2026-03-06,P001,AirWave Earbuds Pro,South,20,2499.0,49980.0,157.91,0.0,155
2026-03-06,P002,PulseFit Smart Watch,South,11,4999.0,54989.0,191.87,0.0,162
2026-03-06,P003,EchoBeam Speaker Mini,South,15,1799.0,26985.0,110.17,0.0,155
2026-03-06,P004,ShieldCase Armor,South,27,599.0,16173.0,134.71,0.0,122
2026-03-06,P001,AirWave Earbuds Pro,East,17,2499.0,42483.0,165.14,0.0,161
2026-03-06,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,172.3,0.0,145
2026-03-06,P003,EchoBeam Speaker Mini,East,13,1799.0,23387.0,116.52,0.0,221
2026-03-06,P004,ShieldCase Armor,East,24,599.0,14376.0,154.38,0.0,279
2026-03-06,P001,AirWave Earbuds Pro,West,16,2499.0,39984.0,142.43,0.0,79
2026-03-06,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,126.35,0.0,73
2026-03-06,P003,EchoBeam Speaker Mini,West,13,1799.0,23387.0,150.47,0.0,215
2026-03-06,P004,ShieldCase Armor,West,26,599.0,15574.0,134.64,0.0,305
2026-03-07,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,195.07,0.0,115
2026-03-07,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,156.1,0.0,97
2026-03-07,P003,EchoBeam Speaker Mini,North,16,1799.0,28784.0,111.38,0.0,307
2026-03-07,P004,ShieldCase Armor,North,25,599.0,14975.0,152.88,0.0,94
2026-03-07,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,184.2,0.0,324
2026-03-07,P002,PulseFit Smart Watch,South,11,4999.0,54989.0,146.47,0.0,227
2026-03-07,P003,EchoBeam Speaker Mini,South,14,1799.0,25186.0,129.92,0.0,253
2026-03-07,P004,ShieldCase Armor,South,26,599.0,15574.0,211.62,0.0,221
2026-03-07,P001,AirWave Earbuds Pro,East,19,2499.0,47481.0,170.6,0.0,198
2026-03-07,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,179.54,0.0,146
2026-03-07,P003,EchoBeam Speaker Mini,East,16,1799.0,28784.0,194.64,0.0,98
2026-03-07,P004,ShieldCase Armor,East,25,599.0,14975.0,156.29,0.0,197
2026-03-07,P001,AirWave Earbuds Pro,West,17,2499.0,42483.0,106.55,0.0,265
2026-03-07,P002,PulseFit Smart Watch,West,10,4999.0,49990.0,141.24,0.0,301
2026-03-07,P003,EchoBeam Speaker Mini,West,12,1799.0,21588.0,148.88,0.0,293
2026-03-07,P004,ShieldCase Armor,West,23,599.0,13777.0,138.89,0.0,59
2026-03-08,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,131.5,0.0,211
2026-03-08,P002,PulseFit Smart Watch,North,8,4999.0,39992.0,90.43,0.0,330
2026-03-08,P003,EchoBeam Speaker Mini,North,14,1799.0,25186.0,152.88,0.0,204
2026-03-08,P004,ShieldCase Armor,North,24,599.0,14376.0,122.46,0.0,373
2026-03-08,P001,AirWave Earbuds Pro,South,18,2499.0,44982.0,136.75,0.0,88
2026-03-08,P002,PulseFit Smart Watch,South,10,4999.0,49990.0,148.4,0.0,128
2026-03-08,P003,EchoBeam Speaker Mini,South,17,1799.0,30583.0,144.16,0.0,76
2026-03-08,P004,ShieldCase Armor,South,26,599.0,15574.0,171.94,0.0,145
2026-03-08,P001,AirWave Earbuds Pro,East,18,2499.0,44982.0,155.82,0.0,191
2026-03-08,P002,PulseFit Smart Watch,East,10,4999.0,49990.0,159.77,0.0,52
2026-03-08,P003,EchoBeam Speaker Mini,East,16,1799.0,28784.0,186.32,0.0,306
2026-03-08,P004,ShieldCase Armor,East,27,599.0,16173.0,123.92,0.0,190
2026-03-08,P001,AirWave Earbuds Pro,West,18,2499.0,44982.0,178.44,0.0,231
2026-03-08,P002,PulseFit Smart Watch,West,9,4999.0,44991.0,135.49,0.0,302
2026-03-08,P003,EchoBeam Speaker Mini,West,16,1799.0,28784.0,152.89,0.0,357
2026-03-08,P004,ShieldCase Armor,West,25,599.0,14975.0,157.39,0.0,133
2026-03-09,P001,AirWave Earbuds Pro,North,18,2499.0,44982.0,178.28,0.0,369
2026-03-09,P002,PulseFit Smart Watch,North,9,4999.0,44991.0,139.43,0.0,258
2026-03-09,P003,EchoBeam Speaker Mini,North,15,1799.0,26985.0,146.11,0.0,310
2026-03-09,P004,ShieldCase Armor,North,27,599.0,16173.0,183.1,0.0,197
2026-03-09,P001,AirWave Earbuds Pro,South,17,2499.0,42483.0,156.37,0.0,383
